Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Chong, Han, Lam",1999,https://hub.hku.hk/bitstream/10722/45607/1/40756.pdf?accept=1,,,,,,,,O(log n),O(log n),1,,O((n+m)*log n),11,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,m+n,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"PETTIE, RAMACHANDRAN (1)",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,1 - p^{-c} for any constant c > 0,0,,0,1,(m+n)/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Pettie, Ramachandran (2)",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m + n) / log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Halperin, Zwick",2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7d8bf94f2171283c40ac212e51e2fbd01885fa4e,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m+n)/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Chong, Han, Igarashi, Lam (1)",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*sqrt(log n)),10.5,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((m+n)/sqrt(log n)),9.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Chong, Han, Igarashi, Lam (2)",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*log log n),10.1,,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O((m+n)*log log n/log n),9.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, Dense MST",,,,,,,,,,"Chong, Han, Igarashi, Lam (3)",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O(n^2),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n^2/log n),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Chong, Han, Lam",2001,https://dl.acm.org/doi/abs/10.1145/375827.375847,,,,,,,,O(log n),O(log n),1,,O(m+n*log n),10,,,n: number of nodes,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Pettie, Ramachandran",2001,https://www.cs.utexas.edu/users/vlr/papers/tr01-25.pdf,,,,,,,,O(m/p + log^2(n) log*(n)),O(m/p + log^2(n) log*(n)),2.001,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,p,8.895,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"AHRABIAN, NOWZARI-DALINI (1)",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^2 log n),O(n^2 log n),11,,O(n^3),16,,,n: number of nodes,,,,,120,,,,,,,,,0,,0,,0,1,O(n/log n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"AHRABIAN, NOWZARI-DALINI (2)",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^3*log(p)/p),O(n^3*log(p)/p),1,,O(n^3),16,,,"n: number of nodes
p: number of processors",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,p,15.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",163,Parallel algorithm,,1,1,O(E log(V)/p),,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation ,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,,,0,0,5.01,"E: 3,
V: 5.01",O(E \log(V)/p),$O(E\log(V)/p)$,6.1,https://www.sciencedirect.com/science/article/pii/S0743731506001262,$O(E\log(V)$,11,https://www.sciencedirect.com/science/article/pii/S0743731506001262,only experimentally?,"V: number of vertices
E: number of edges
U: maximum edge weight
p: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,300,words,3,"V: 3,
E: 1",O(V) total,Initializes and uses a constant number of arrays of size O(V) (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,p,6,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",,,,,,,,,,"Tripathy, Ray",2013,https://www.proquest.com/docview/1505018621,,,,,,,,O(m*log(n)/p),O(m*log(n)/p),6.1,,O(m*log(n)),11,,,"n: number of nodes
m: number of edges
p: number of processors",,,,"""multiprocessor system"", ""shared memory""",300,,,,,,,,,0,,0,,0,1,p <=n,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Euclidean metric",,,,,,,,,[https://link.springer.com/article/10.1007/BF01758749 Cole & Gooddrich (1988)],Cole & Gooddrich,1988,https://link.springer.com/article/10.1007/BF01758749,,,,,,,,O(log n),O(log n),1,https://link.springer.com/article/10.1007/BF01758749,O(n log n),11,https://link.springer.com/article/10.1007/BF01758749,no,n: number of points,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,"Given $n$ points in 2-dimensional space equipped with the Eucildean metric, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,k-dimensional space Closest Pair Problem,"k-dimensional space, $l_m$ (or $l_\infty$) norm",,,,,,,,,[https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886 Lenhof & Smid (1992)],Lenhof & Smid,1992,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,,,,,,,,O((log n)^2 log log n),O((log n)^2 log log n),2.1,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,O(nlog n log log n + k),20,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,no,"n: number of points
k: kth closest pair",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n/log n + k/((log n)^2 log log n)),17.99,0,0,,"Given $n$ points in metric space, typically $k$-dimensional space equipped with $l_m$ (or $l_\infty$) norm, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Eucledian metric",,,,,,,,,,"MacKenzie, Stout",1991,https://www.researchgate.net/profile/Q-Stout/publication/2449701_Ultra-Fast_Expected_Time_Parallel_Algorithms/links/0c960527a896da1aea000000/Ultra-Fast-Expected-Time-Parallel-Algorithms.pdf,,,,,,,,O(1) expected,O(1) expected,0,,O(n) expected,10,,,n: number of points,,,,Arbitrary CRCW PRAM,131,,,,,,,,,1,,0,,0,1,n,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,2-dimensional array representation,,,,,,,,,,"Atallah, Goodrich",1986,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1424&context=cstech,,,,,,,,O(log n log log n),O(log n log log n),1.1,,O(n log n log log n),11.1,,,n: number of points,,,,PRAM CREW,120,,,,,,,,,0,,0,,0,1,O(n),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,k-dimensional space Closest Pair Problem,Euclidean space in k dimensions,,,,,,,,,,"Blelloch, Gu, Shun, Sun",2016,https://dl.acm.org/doi/pdf/10.1145/3402819,,,,,,,,O(log n log^∗ n) whp,O(log n log^∗ n) whp,2.001,,O(n) expected,10,,,n: number of points,,,,ARBITRARY CRCW PRAM,131,,,,,,,,,1,,0,,0,1,,8.895,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Euclidean metric",,,,,,,,,,Callahan,1993,https://www.researchgate.net/profile/Paul-Callahan-3/publication/221498722_Optimal_Parallel_All-Nearest-Neighbors_Using_the_Well-Separated_Pair_Decomposition_Preliminary_Version/links/5453daa60cf2bccc490b2619/Optimal-Parallel-All-Nearest-Neighbors-Using-the-Well-Separated-Pair-Decomposition-Preliminary-Version.pdf,,,,,,,, O(log n), O(log n),1,, O(n log n),11,,,n: number of points,,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected nonneg SSSP,Nonnegative Weights,,,,,,,,,,"Driscoll, Gabow, Shrairman, Tarjan",1987,https://dl.acm.org/doi/pdf/10.1145/50087.50096,,,,,,,,O(m/p + n log n),O(m/p + n log n),6.1,,O(m + np log n),10,,,"n: number of nodes
m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,p <= m/(n log n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,Nonnegative Weighted Digraph,,,,,,,,,,"Klein, Subramanian",1997,https://www.sciencedirect.com/science/article/abs/pii/S0196677497908889,,,,,,,,O(sqrt(n) log(L) log(n) log*(n)),O(sqrt(n) log(L) log(n) log*(n)),xxx,,O(m sqrt(n) log(L) log(n)),xxx,,,"n: number of nodes
m: number of edges
L: sum of edge lengths",,,,ARBITRARY CRCW PRAM,131,,,,,,,,,1,,0,,0,1,O(m/log*n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected nonneg SSSP,"Undirected, Nonnegative Weights",,,,,,,,,,"Maleki, Nguyen, Lenharth, Garzarán, Padua, Pingali",2016,https://dl.acm.org/doi/abs/10.1145/2925426.2926287,,,,,,,,O((|E| + L_D)/P + (|E| + L_D)/D),O((|E| + L_D)/P + (|E| + L_D)/D),xxx,,O((|E| + L_D) + (|E| + L_D)P/D),xxx,,,"|E|: number of edges
P: number of processors
D: number of edge relaxations between communications
L_D: work overhead",,,,BSP (written for SPMD),400,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed SSSP,Weighted Digraph,,,,,,,,,,Amato,1991,https://core.ac.uk/download/pdf/158320008.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,,M(n),xxx,,,"n: number of nodes
M(n): number of processors necessary to multiply two nxn integer matrices over a ring in O(log n) time",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,M(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,,"General Weights; General Weights, Undirected",,∆-stepping,,,,,,,,"Dhulipala, Blelloch, Shun (1)",2017,https://dl.acm.org/doi/pdf/10.1145/3087556.3087580,,,,,,,,O(d_∆ log |V|) whp,O(d_∆ log |V|) whp,xxx,,expected O(w_∆),xxx,,,"w∆, d∆: work and number of rounds of the original ∆-stepping algorithm",,,,work-depth CRCW,330,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,,"General Weights; General Weights, Undirected",,wBFS,,,,,,,,"Dhulipala, Blelloch, Shun (2)",2017,https://dl.acm.org/doi/pdf/10.1145/3087556.3087580,,,,,,,,O(r_{src} + |E|)  whp,O(r_{src} + |E|)  whp,10,,expected O(r_{src} log |V|),11,,,r_{src}: eccentricity from src; longest SP dist bet src and any reachable vertex v,,,,work-depth CRCW,330,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,Nonnegative Weighted Digraph,,,,,,,,,,"Brodal, Traff, Zaroliagis",1997,https://pure.mpg.de/rest/items/item_1824291_4/component/file_2574443/content,,,,,,,,O(n),O(n),6,,O(m log n),11,,,"n: number of nodes
m: number of edges",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(m log n / n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,"Nonnegative Weights, Undirected",,,,,,,,,,Cohen,1993,https://www.sciencedirect.com/science/article/abs/pii/S0196677496908135,,,,,,,,O(nR log^3{n}/d),O(nR log^3{n}/d),xxx,,O(n^2R log^3{n} + nd^2 log n),xxx,,,"R = max{1, ceil(log{max_{e \in E} w(e) / min_{e \in E} w(e)})}
1 <= d <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(nd + d^3/(R log^2 n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected SSSP,"General Weights, Undirected",,,,,,,,,,"Shi, Spencer (1)",1999,https://dl.acm.org/doi/abs/10.1006/jagm.1998.0968,,,,,,,,O(t log n),O(t log n),2,,O((n^3/t^2) log n log(n/t) + m log n),29.5,,,"n: number of nodes
m: number of edges
log n <= t <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((n^3/t^3) log(n/t) + m/t),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected SSSP,"General Weights, Undirected",,,,,,,,,,"Shi, Spencer (2)",1999,https://dl.acm.org/doi/abs/10.1006/jagm.1998.0968,,,,,,,,O(t log n),O(t log n),xxx,,O((n^3/t^3 + mn/t) log n) for any t in the range log n <= t <= n,xxx,,,"n: number of nodes
m: number of edges
log n <= t <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n^3/t^4 + mn/t^2) for any t in the range log n <= t <= n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,Nonnegative Integer Weighted Digraph,,,,,,,,,,"Cao, Fineman",2023,https://epubs.siam.org/doi/pdf/10.1137/1.9781611977554.ch166,,,,,,,,n^{1/2+o(1)} whp,n^{1/2+o(1)} whp,xxx,,O˜(m),xxx,,,"n: number of vertices
m: number of edges",,,,work-depth,,,,,,,,,,1,,0,,0,1,\tilde{O}(m/(n^{1/2+o(1))},,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed SSSP,General Weights,,,,,,,,,,Cohen,1993,https://dl.acm.org/doi/pdf/10.1145/165231.165240,,,,,,,,O(log^2 n),O(log^2 n),2,,O((n + n^{3\mu}) log n + s(n + n^{2\mu})),xxx,,,"n: number of vertices
s: number of sources
k^{\mu}-separator decomposition ",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(((n + n^{3\mu}) log n + s(n + n^{2\mu}))/log^2 n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected SSSP,Nonnegative Weights,,,,,,,,,,Spencer,1991,https://dl.acm.org/doi/pdf/10.1145/113379.113387,,,,,,,,O((n/p) log n log(pL)),O((n/p) log n log(pL)),10,,O(np^2 log p log(pL)) + \tilde{O}(m + n log L),16.1,,,"n: number of vertices
m: number of edges
L: length of the longest edge
p <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(p^3 log p / log(n)) + \tilde{O}((m + n log L) / ((n/p) log n log(pL)) ),6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed SSSP,General Weights,,,,,,,,,,Garg,2018,https://arxiv.org/pdf/1812.10499,,,,,,,,O(n log log n),O(n log log n),6.01,,O(nm),16,,,"n: number of vertices
m: number of edges",,,,common CRCW PRAM,132,,,,,,,,,0,,0,,0,1,m,9.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,Repeated plus-min method,,,,,,,,Savage,1977,https://apps.dtic.mil/sti/citations/ADA056888,,,,,,,,O(log^2(n)),O(log^2(n)),2,"section 7.2, page 104",O(n^3*log(n)),16.1,,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),210,,,,,,,,,0,,0,,0,1,n^3/log(n),15.95,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,Repeated plus-min method,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3*log^2(n)),16.2,,,n: number of vertices,,,,"SIMD-PS, SIMD-CC",700,,,,,,,,,0,,0,,0,1,n^3,16,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,Repeated plus-min method,,,,,,,,Kucera,1982,https://www.sciencedirect.com/science/article/pii/002001908290093X,,,,,,,,O(log(n)),O(log(n)),1,,O(n^4*log(n)),21,,,n: number of vertices,,,,SIMD-SM-RW (CRCW PRAM?),220,,,,,,,,,0,,0,,0,1,n^4,20,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,Takaoka,1992,https://www.sciencedirect.com/science/article/pii/002001909290200F,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3*(log n)^{1/2}*(log log n)^{1/2}),16.06,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3*(log log n)^{1/2}/(log n)^{3/2}),15.994,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,"Han, Pan & Reif (1)",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log^2(n)),O(log^2(n)),2,,o(n^3),15.9995,,,"n: number of vertices
p: number of processors",,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,,15.93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,"Han, Pan & Reif (2)",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log(n)*log(log n)),O(log(n)*log(log n)),1.1,,o(n^3),15.9995,,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,,15.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,"Han, Pan & Reif (3)",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log n),O(log n),1,,O(n^3),16,,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,130,,,,,,,,,1,,,,,1,n^3,15.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,Takaoka,1998,https://link.springer.com/article/10.1007/PL00009198,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^3(log log n)^{3/2}/(log n)^{1/2}) = o(n^3),15.98,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3(log log n)^{3/2}/(log n)^{5/2}),15.925,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,#N/A,APSP on Dense Directed Graphs with Arbitrary Weights,,,,,,,,,,Tiskin,2001,https://www.researchgate.net/profile/Jan-Van-Leeuwen/publication/242498580_Automata_Languages_and_Programming_28th_International_Colloquium_ICALP_2001_Crete_Greece_July_8-12_2001_Proceedings/links/0a85e53cd28b9617d1000000/Automata-Languages-and-Programming-28th-International-Colloquium-ICALP-2001-Crete-Greece-July-8-12-2001-Proceedings.pdf#page=192,,,,,,,,O(n^3/p + g*(n^2/p^{2/3}) + l* log p),O(n^2),10,,O(n^3),16,,,"n: number of nodes
p: number of processors
g: communication throughput ratio (aka gap)
l: communication latency",,,,BSP,400,,,,,,,,,0,,0,,0,1,p (n ≥ p),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,Takaoka,2004,https://link.springer.com/chapter/10.1007/978-3-540-27798-9_31,,,,,,,,O(log log n),O(log log n),0.1,,O(n^3*log^2(log n)/log n),15.97,,,n: number of vertices,,,,PRAM-EREW,110,,,,,,,,,0,,0,,0,1,O(n^3*log(log n)/log n),15.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,APSP,APSP,,,,,,,,,,"Solomonik, Buluç, Demmel",2013,https://ieeexplore.ieee.org/abstract/document/6569841,,,,,,,,O(n^3/p + n^2/\sqrt{p} + \sqrt{p}log^2(p)) or O(n^3/p + n^2/\sqrt{pc} + \sqrt{pc}log^2(p/c^3)),O(n^3/p + n^2/\sqrt{p} + \sqrt{p}log^2(p)) or O(n^3/p + n^2/p^{2/3} + p^{2/3}),6.5,,O(n^3),16,,,"n: number of vertices
p: number of processors
c <= p^{1/3} (some blocking parameter)",,,,distributed memory,700,,,,,,,,,0,,0,,0,1,p,8.1,0,0,https://www2.eecs.berkeley.edu/Pubs/TechRpts/2012/EECS-2012-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Integer Factoring,1,Integer Factoring,First Category Integer Factoring,,,,,,,,,,Parallel Lenstra's ECM (Brent),1990,https://openresearch-repository.anu.edu.au/bitstream/1885/40808/3/TR-CS-90-05.pdf,,,,,,,,"TP = T_1/P + O(T_1^{1=2+\eps}), T_1 = O(exp(c(log f log log f)^{1/2}) * (log N)^2) expected, where c is a constant",T_1/P + O(T_1^{1=2+\eps}),xxx,,T_1 + O(T_1^{1=2+\eps}*P),xxx,,,"N: integer to be factorized
f: nontrivial factor of N
P: number of processors",,,,MIMD and SIMD,700,,,,,,,,,1,expected times,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Integer Factoring,Second Category Integer Factoring,,,,,,,,,,"Yang, Xu, Lin (GNFS with parallel sieving and serial block lanczos)",2005,https://link.springer.com/chapter/10.1007/11599555_65,,,,,,,,,"L_n[1/3,(64/9)^(1/3)] = exp(((64/9)^(1/3)+o(1))(ln n)^(1/3)(ln ln n)^(2/3))",932,derived,"L_n[1/3,(64/9)^(1/3)] = exp(((64/9)^(1/3)+o(1))(ln n)^(1/3)(ln ln n)^(2/3))",932,https://link.springer.com/book/10.1007/BFb0091534,,n: integer to be factorized,,,,MPI,700,,,,,,,,,1?,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5,Integer Factoring,1,Integer Factoring,Second Category Integer Factoring,,,,,,,,,,"Yang, Huang, Feng, Pan, Zhu (GNFS with parallel sieving and MPI parallel block lanczos)",2017,https://www.sciencedirect.com/science/article/abs/pii/S0020025516310362,,,,,,,,,"L_n[1/3,(8/9)^(1/3)] = exp(((8/9)^(1/3)+o(1))(ln n)^(1/3)(ln ln n)^(2/3))",932,derived,"L_n[1/3,(64/9)^(1/3)] = exp(((64/9)^(1/3)+o(1))(ln n)^(1/3)(ln ln n)^(2/3))",932,,,n: integer to be factorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,1,Integer Factoring,Second Category Integer Factoring,,,,,,,,,,Wunderlich (continued fraction factoring),1985,https://www.ams.org/journals/mcom/1985-44-169/S0025-5718-1985-0771047-0/S0025-5718-1985-0771047-0.pdf,,,,,,,,M^a / (r(a) a^2 log^2 M) / P,M^a / (r(a) a^2 log^2 M) / P,932, ,M^a / (r(a) a^2 log^2 M),932,,,"M: integer to be factorized
a = log x / log(sqrt(M))
x: the upper bound for the primes considered
r(a): Dickman's function
P: number of processors",,,,SIMD (ICL DAP),700,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
