Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Notes or Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,Intractable
14,Minimum Spanning Tree (MST),2,MST,"Undirected, General MST",163,Parallel algorithm,,1,1,$O(E \log(V)/p)$,,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation ,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,"['David A. Bader', 'Guojing Cong']",2,['Fast shared-memory algorithms for computing the minimum spanning forest of sparse graphs'],,,,0,0,5.01,"E: 3,
V: 5.01",$O(E \log(V)/p)$,-,"$V$: number of vertices
$E$: number of edges
$U$: maximum edge weight
$p$: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,words,3,"V: 3,
E: 1",$O(V)$,Initializes and uses a constant number of arrays of size $O(V)$ (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,$p$,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics,FALSE
18,Integer Factoring,1,Integer Factoring,First Category Integer Factoring,200,"For integers of the form $r^e \pm s$, for r and s relatively small",,1,1,$O(\exp((1+o(1))(32n/9)^{1/3}(log n)^{2/3})$,,http://www.ams.org/notices/199612/pomerance.pdf,[ Special number field sieve (1940)],Special number field sieve,1940,,,[],0,,,,,0,0,8,n: 8,"$O(\exp((1+o(1))(32n/9)^{1/3}(log n)^{2/3})$, under assumption about numbers in a sequence behaving randomly in a given range",,"$n$: number of bits in the integer
$\Gamma$: number of smooth pairs",n,,,Word RAM,bits,5.33,n: 5.33,$O(\Gamma n^{4/3} \log n)$,https://www.sciencedirect.com/science/article/pii/S0304397516300172,0,0,,0,,0,,1,0,,0,0,"(runtime depends on heuristic arguments)

http://www.ams.org/notices/199612/pomerance.pdf",whose running time depends on the size of smallest prime factor.,,,,100,,10000,,1000000,,Inf,1,,,,,,,,1,,,Numerical Analysis,TRUE
19,Integer Factoring,1,Integer Factoring,Second Category Integer Factoring,205,,,1,1,$O(\exp((1+o(1))(64n/9)^{1/3}(log n)^{2/3})$,,,[http://www.ams.org/notices/199612/pomerance.pdf General number field sieve (1996)],General number field sieve,1996,http://www.ams.org/notices/199612/pomerance.pdf,,['Carl Pomerance'],1,['A Tale of Two Sieves'],,,,0,0,8,n: 8,"$O(\exp((1+o(1))(64n/9)^{1/3}(log n)^{2/3})$, under assumption about numbers in a sequence behaving randomly in a given range",,"$n$: number of bits in the integer
$\Gamma$: number of smooth pairs",n,,,Word RAM,bits,5.33,n: 5.33,$O(\Gamma n^{4/3} \log n)$,https://www.sciencedirect.com/science/article/pii/S0304397516300172,0,1,,0,,0,,1,0,,0,0,(runtime depends on heuristic arguments),has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis,TRUE
22,String Search,2,Single String Search,Single String Search,238,,,1,1,$O(n + m)$,,,[http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf Two-way String-Matching Algorithm (1991)],Two-way String-Matching Algorithm,1991,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,,"['MAXIME CROCHEMORE', 'DOMINIQUE PERRIN']",2,['Two-Way String-Matching'],,,,0,0,3,"n: 3,
m: 3,
m+n: 3",$O(n + m)$,10,"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",$O(1)$,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,0,1,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,239,,,1,1,$O(mn)$,,,[- String-Matching with Finite Automata (1940)],String-Matching with Finite Automata,1940,-,,[],0,,,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,Derived: $O(m)$ states in the DFA,1,0,,0,,0,,0,0,,0,0,https://www.geeksforgeeks.org/finite-automata-algorithm-for-pattern-searching/,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,240,,,1,1,$O(mn)$,,,[http://www.ijcte.org/papers/462-G1278.pdf Quick-Skip Searching (2012)],Quick-Skip Searching,2012,http://www.ijcte.org/papers/462-G1278.pdf,,"['Mustafa Abdul Sahib Naser', 'Nur'Aini Abdul Rashid', 'Mohammed Faiz Aboalmaaly']",3,['Quick-Skip Search Hybrid Algorithm for the Exact String Matching Problem'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses two tables, both of size $O(m)$",1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,241,,,1,1,$O(n+m+s)$,,,[https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf Fast Hybrid Algorithm (2017)],Fast Hybrid Algorithm,2017,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,,"['Sinan Sameer Mahmood Al-Dabbagh', 'Mustafa Abdul Sahib Naser', 'Nuraini bint Abdul Rashid', 'Nawaf Hazim Barnouti']",4,['Fast Hybrid String Matching Algorithm based on the Quick-Skip and Tuned Boyer-Moore Algorithms'],4,1,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,1,4->6,3,"n: 3,
m: 3,
m+n: 3,
s: 3",$O(n+m+s)$,10,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses three tables, each of size $O(m)$",1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,1150,69.65217391,0.05665744313,1100050,72724.058,0.156481465,1100000050,72727269.51,0.2650274945,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,243,,,1,1,$O(n (\log_s m)/m)$,,,[https://link.springer.com/chapter/10.1007/BFb0030778 Backward Non-Deterministic DAWG Matching (BNDM) (1998)],Backward Non-Deterministic DAWG Matching (BNDM),1998,https://link.springer.com/chapter/10.1007/BFb0030778,10.1007/BFb0030778,"['Gonzalo Navarro', 'Mathieu Raffinot']",2,['A bit-parallel approach to suffix automata: Fast extended string matching'],,,,0,0,3,"n: 3,
m: 3,
m+n: 3",$O(n+m)$,10,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
s: 3,
m+n: 3",$O(sm)$,https://link.springer.com/chapter/10.1007/BFb0030778,0,1,,0,,0,,0,1,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,,Multiple String Search,244,"Automaton-based, constructs a converse state machine from the given patterns",,1,1,$O(mn)$,,,[https://link.springer.com/chapter/10.1007/3-540-09510-1_10 Commentz-Walter Algorithm (1979)],Commentz-Walter Algorithm,1979,https://link.springer.com/chapter/10.1007/3-540-09510-1_10,10.1007/3-540-09510-1_10,['Beate Commentz-Walter'],1,['A string matching algorithm fast on the average'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,,Multiple String Search,245,"Automaton-based, finite automaton that tracks the partial prefix match",,1,1,$O(n + m + z)$,,,[https://cr.yp.to/bib/1975/aho.pdf Aho–Corasick (AC) Algorithm (1975)],Aho–Corasick (AC) Algorithm,1975,https://cr.yp.to/bib/1975/aho.pdf,,"['Alfred V. Aho', 'Margaret J. Corasick']",2,['Efficient String Matching: An Aid to Bibliographic Search'],,,,0,0,3,"n: 3,
m: 3,
m+n: 3,
z: 3",$O(n + m + z)$,10,"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords
$z$: number of matches",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,246,Bad-character heuristic,,1,1,$O(n)$,Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608 Boyer-Moore-Horspool (BMH) (1980)],Boyer-Moore-Horspool (BMH),1980,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,10.1002/spe.4380100608,['R. Nigel Horspool'],1,['Practical fast searching in strings'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn + s)$,20,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,247,Slight variation of BMH,,1,1,$O(n)$,Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf Raita Algorithm (1991)],Raita Algorithm,1991,https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,,['TIMO RAITA'],1,['Tuning the Boyer–Moore–Horspool String Searching Algorithm'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5,
s: 3",$O(mn + s)$,20,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1,0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,248,Automaton-based oracle,,1,1,$O(mn)$,,,[https://link.springer.com/chapter/10.1007/3-540-47849-3_18 BOM (Backward Oracle Matching) (1999)],BOM (Backward Oracle Matching),1999,https://link.springer.com/chapter/10.1007/3-540-47849-3_18,10.1007/3-540-47849-3_18,"['Cyril Allauzen', 'Maxime Crochemore', 'Mathieu Raffinot']",3,['Factor Oracle: A New Structure for Pattern Matching'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://link.springer.com/content/pdf/10.1007/3-540-47849-3_18.pdf,0,1,,0,,0,,0,0,,0,0,https://www-igm.univ-mlv.fr/~lecroq/string/bom.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
22,String Search,2,Single String Search,Single String Search,249,Variant of BM,,1,1,$O(m + s + n)$,,,[https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1 Apostolico–Giancarlo Algorithm (1986)],Apostolico–Giancarlo Algorithm,1986,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,,"['Alberto Apostolicao', 'Raffaele Giancarlo']",2,['The Boyer-Moore-Galil String Searching Strategies Revisited'],,,,0,0,3,"n: 3,
m: 3,
m+n: 3,
s: 3",$O(m + s + n)$,10,"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,0,1,,0,,0,,0,0,,0,0,http://www.darkridge.com/~jpr5/mirror/string/node16.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet","Edit Sequence, constant-size alphabet",258,,,1,1,$O(mn)$,,,[https://www.ncbi.nlm.nih.gov/pubmed/9254694 Gapped BLAST (1997)],Gapped BLAST,1997,https://www.ncbi.nlm.nih.gov/pubmed/9254694,10.1093/nar/25.17.3389,"['S. Altschul', 'T L Madden', 'A A Schäffer', 'J Zhang', 'Z Zhang', 'W Miller', 'D J Lipman']",7,['Gapped BLAST and PSI-BLAST: a new generation of protein database search programs'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$n$, $m$: lengths of input strings; assume $n\geq m$",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",$O(mn)$?,"Uses at most a constant number of $O(m)\times O(n)$ arrays, whose contents are of size $O(1)$",1,0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000,1,,,,,,,,4,,,Bioinformatics,FALSE
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet","Edit Sequence, constant-size alphabet",259,,,1,1,$O(mn)$,,,[https://www.ncbi.nlm.nih.gov/pubmed/2231712 Basic Local Alignment Search Tool (BLAST) (1990)],Basic Local Alignment Search Tool (BLAST),1990,https://www.ncbi.nlm.nih.gov/pubmed/2231712,,"['S F Altschul', 'W Gish', 'W Miller', 'E W Myers', 'D J Lipman']",5,['Basic local alignment search tool'],,,,0,0,5,"n: 3,
m: 3,
m+n: 5",$O(mn)$,20,"$n$, $m$: lengths of input strings; assume $n\geq m$",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",$O(mn)$?,"Uses at most a constant number of $O(m)\times O(n)$ arrays, whose contents are of size $O(1)$",1,0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000,1,,,,,,,,4,,,Bioinformatics,FALSE
24,Joins,1,,,262,,,1,1,$O(nm)$,,,[- Nested loop join (1960)],Nested loop join,1960,-,,[],0,,1,1,https://docs.oracle.com/cd/E17952_01/mysql-5.7-en/nested-loop-joins.html,1,0,5,"n: 3,
m: 3,
m+n: 5",$O(nm)$,20,"$n$, $m$: sizes of input tables",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",$O(1)$,Just need to keep track of which rows are being checked,1,0,,0,,0,,0,0,,0,0,https://docs.oracle.com/cd/E17952_01/mysql-5.7-en/nested-loop-joins.html,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,250000,1,,250000000000,1,,2.5E+17,1,,4,,,Databases,FALSE
24,Joins,1,,,263,,,1,1,$O(n \log n + m \log m)$,,,[- Sort merge join (1960)],Sort merge join,1960,-,,[],0,,,,,1,4->5,4,"n: 3,
m: 3,
m+n: 4",$O(n \log n + m \log m)$,11,"$n$, $m$: sizes of input tables",m+n,,,Word RAM,words,3,"n: 3,
m: 3,
m+n: 3",$O(n+m)$?,Need sorted lists of indices of input tables,1,0,,0,,0,,0,0,,0,0,https://use-the-index-luke.com/sql/join/sort-merge-join,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,8960,27.90178571,26.90178571,18931568.57,13205.45622,13204.45622,28897352854,8651311.463,8651310.463,4,,,Databases,FALSE
24,Joins,1,,,264,,,1,1,$O(n+m)$,,,[- Hash join (1960)],Hash join,1960,-,,[],0,,2,1,http://neuyilan.github.io/2018/01/04/hash%20join算法总结/Hash%20Join%20Algorithms.pdf,1,5->6,3,"n: 3,
m: 3,
m+n: 3",$O(n+m)$,10,"$n$, $m$: sizes of input tables",m+n,,,Word RAM,words,3,"n: 3,
m: 3,
m+n: 3",$O(n+m)$?,Need a hash table of at least that size,1,0,,0,,0,,0,0,,0,0,https://dev.mysql.com/doc/refman/8.0/en/hash-joins.html,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,1000,250,249,1000000,250000,249999,1000000000,250000000,249999999,4,,,Databases,FALSE
28,Maximum Cardinality Matching,1,Bipartite Graph MCM,Bipartite Graph MCM,284,,,1,1,$O(VE)$,,,[https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764 Ford–Fulkerson algorithm (1956)],Ford–Fulkerson algorithm,1956,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764,,"['L. R. Ford Jr.', 'D. R. Fulkerson']",2,['Maximal Flow Through a Network'],,,,1,0,6,"V: 6,
E: 3",$O(VE)$,16,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",$O(E)$,creating new graph and using it as input to the Ford-Fulkerson algorithm,1,0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,"V:E
1:1",500,,500000,,500000000,,250000,1,,250000000000,1,,2.5E+17,1,,4,,"http://www.cs.kent.edu/~dragan/GraphAn/p23-galil.pdf

https://hal.archives-ouvertes.fr/hal-01740403/document",Combinatorics,FALSE
28,Maximum Cardinality Matching,1,Bipartite Graph MCM,Bipartite Graph MCM,285,,,1,1,$O(V^{0.5} E)$,,,[https://epubs.siam.org/doi/10.1137/0202019 Hopcroft–Karp algorithm (1973)],Hopcroft–Karp algorithm,1973,https://epubs.siam.org/doi/10.1137/0202019,10.1137/0202019,"['John E. Hopcroft', 'Richard M. Karp']",2,['An $n^{5/2} $ Algorithm for Maximum Matchings in Bipartite Graphs'],,,,1,0,5.5,"V: 5.5,
E: 3",$O(V^{0.5} E)$,15.25,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,3,V: 3,$O(V)$,"maximal set of vertex-disjoint shortest augmenting paths uses $O(V)$ space to store, taking symmetric difference also uses $O(V)$ space",1,0,,0,,0,,0,0,,0,0,for PDF: https://web.eecs.umich.edu/~pettie/matching/Hopcroft-Karp-bipartite-matching.pdf,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,500,,500000,,500000000,,,,,,,,,,,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,1,Bipartite Graph MCM,Bipartite Graph MCM,287,,,1,1,$O(V^{\omega/2})$,,,[https://link.springer.com/article/10.1007/s00453-005-1187-5 Mucha; Sankowski (planar) (2006)],Mucha; Sankowski (planar),2006,https://link.springer.com/article/10.1007/s00453-005-1187-5,10.1007/s00453-005-1187-5,"['Marcin Mucha', 'Piotr Sankowski']",2,['Maximum matchings in planar graphs via gaussian elimination'],,,,1,0,4.1864298,V: 4.1864298,$O(V^{\omega/2})$,15.097,"$V$: number of vertices
$E$: number of edges
$\omega$: matrix multiplication constant",V,,,Word RAM,words,4,V: 4,$O(V \log V)$??,Paper mentions matrices with $O(V \log V)$ nonempty entries; unclear if there are any other space-consuming objects as planar graphs only require $O(V)$ space,0,1,,1,Monte Carlo,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,1608.334452,155.4403063,0.1061939347,5893541.76,42419.31426,0.2375172828,21596151485,11576136.62,0.3844308644,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,2,Bipartite Graph MCM,Bipartite Graph MCM,288,Based on electric flows,,1,1,$O(E^{10/7} \text{polylog}(V))$,,,[https://arxiv.org/abs/1307.2205 Madry's algorithm (2013)],Madry's algorithm,2013,https://arxiv.org/abs/1307.2205,,['Aleksander Madry'],1,"['Navigating Central Path with Electrical Flows: from Flows to Matchings, and Back']",,,,0,0,5.857,"V: 5.857,
E: 4.42857",$O(E^{10/7} \text{polylog}(V))$,15.614,"$V$: number of vertices
$E$: number of edges",V,https://arxiv.org/abs/1307.2205,0,Word RAM,words,5,"V: 5,
E: 3",$O(V + E)$,Derived: Uses an augmented graph (copy of the original graph plus an additional node with edges between it and all other nodes),1,0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,1,Bipartite Graph MCM,Bipartite Graph MCM,289,,,1,1,"$O(\min(Vk, E)+\sqrt{k}\min(k^2, E))$",,,[https://arxiv.org/abs/1105.1569 Chandran and Hochbaum (2011)],Chandran and Hochbaum,2011,https://arxiv.org/abs/1105.1569,,"['Bala G. Chandran', 'Dorit S. Hochbaum']",2,['Practical and theoretical improvements for bipartite matching using the pseudoflow algorithm'],,,,0,0,3,"V: 3,
E: 3,
k: 5.5","$O(\min(Vk, E)+\sqrt{k}\min(k^2, E))$",30,"$V$: number of vertices
$E$: number of edges
($k$: size of maximum matching)",V,,,Word RAM,words,5,"E: 3,
V: 5",$O(E)$??,Designs a flow network and runs pseudoflow algorithms on graph; space can be reused if too many residual graphs are created,1,0,,1,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,1,General Graph MCM,General Graph MCM,290,,,1,1,$O(V^{0.5} E)$,,,[https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf Blum (1990)],Blum,1990,https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf,,['Norbert Blum'],1,['A New Approach to Maximum Matching in General Graphs'],,,,0,0,5.5,"V: 5.5,
E: 3",$O(V^{0.5} E)$,15.25,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",$O(E)$??,"Each phase, creates a separate directed graph and solves a reachability problem on it. Can reuse space across phases",1,0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,1,General Graph MCM,General Graph MCM,291,,,1,1,$O(V^{0.5} E)$,,,[https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf Gabow; Tarjan (1991)],Gabow; Tarjan,1991,https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,,"['Harold N. Gabow', 'Robert E. Tarjan']",2,['Faster Scaling Algorithms for General Graph Matching Problems'],,,,0,0,5.5,"V: 5.5,
E: 3",$O(V^{0.5} E)$,15.25,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",$O(E)$?,https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,0,1,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
28,Maximum Cardinality Matching,1,General Graph MCM,General Graph MCM,292,,,1,1,$O(V^{\omega})$,,,"[https://ieeexplore.ieee.org/document/1366244 Mucha, Sankowski (general) (2004)]","Mucha, Sankowski (general)",2004,https://ieeexplore.ieee.org/document/1366244,,"['M. Mucha', 'P. Sankowski']",2,['Maximum matchings via Gaussian elimination'],,,,0,0,5.376,V: 5.376,$O(V^{\omega})$,15.109,"$V$: number of vertices
$E$: number of edges
$\omega$: matrix multiplication constant",V,,,Word RAM,words,5,V: 5,$O(V^2)$??,Algorithm uses/manipulates constant number of matrices and graphs?,1,0,,1,Monte Carlo,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
