Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",468,,,,,,,,,"Cole, Vishkin",1986,https://ieeexplore.ieee.org/iel5/4568183/4568184/04568239.pdf,,,,,,,,O(log n),O(log n),1,,O((n + m)log log n),10.1,,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O((n + m)log log n/log n),9.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",469,,,,,,,,,"Awerbuch, Shiloach",1987,https://ieeexplore.ieee.org/document/1676869,,,,,,,,O(log^2(n)),O(log^2(n)),2,,O(n^2 log^2(n)),12,,,n: number of nodes,,,,Shuffle-exchange network,700,,,,,,,,,0,,0,,0,1,n^2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, Dense MST; Undirected, Dense MST",470,,,,,,,,,"Awerbuch, Shiloach",1987,https://ieeexplore.ieee.org/document/1676869,,,,,,,,O(log m),O(log m),1,,O(m log m),11,,,m: number of edges,,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,m,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, Dense MST",471,Prim's algorithm with an efficient heap,,,,,,,,"Driscoll, Gabow, Shrairman, Tarjan",1987,https://dl.acm.org/doi/pdf/10.1145/50087.50096,,,,,,,,O(m/p),O(n log n),6.1,,O(m),10,,,"m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,p <= m/(n log n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",472,,,,,,,,,"Kruskal, Rudolph, Snir",1990,https://link.springer.com/article/10.1007/BF01840376,,,,,,,,O(m*log(n)/p + log(n)*log(p),O(log(m)*log(n)),2,,O(m*log(n)),11,,,"n: number of nodes
m: number of edges
p: number of processors",,,,MIMD EREW,310,,,,,,,,,0,,0,,0,1,p <= m/log(m),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",473,,,,,,,,,"Cole, Vishkin",1991,https://www.sciencedirect.com/science/article/pii/0890540189900369,,,,,,,,O(log n),O(log n),1,,O(n log n + m),10,,,"n: number of nodes
m: number of edges",,,,PRAM CRCW,130,,,,,,,,,0,,0,,0,1,(n log n + m)/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",474,,,,,,,,,Gazit,1991,https://epubs.siam.org/doi/pdf/10.1137/0220066,,,,,,,,O(log(n)),O(log(n)),1,,O(m+n),10,,,"n: number of vertices
m: number of edges",,,,PRAM-CRCW,130,,,,,,,,,1,The probability that the algorithm runs longer than expected is at most (2/e)^{n/log^k(n)} for some constant k < 4,0,,0,1,O((m+n)/log(n)),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",475,,,,,,,,,"Johnson, Metaxas",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141917,,,,,,,,O(log^{3/2}(n)),O(log^{3/2}(n)),1.5,,O(log^{3/2}(n)*(n+m)),11.5,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,n+m,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",476,,,,,,,,,Karger,1992,"KARGER, D. R. 1992. Approximating, verifying, and constructing minimum spanmng forests. Manuscript.",,,,,,,,O(log n),O(log n),1,,m + n^{1+eps}*log(n) for any eps>0,10,https://www.sciencedirect.com/science/article/pii/B9780444880710500229,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,,,0,,0,1,m/log(n) + n^{1+eps} for any eps>0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",477,Kruskal,,,,,,,,"Suraweera, Bhattacharya",1993,https://www.sciencedirect.com/science/article/pii/0020019093900196,,,,,,,,O(log m),O(log m),1,,O(m log m),11,,,"n: number of nodes
m: number of edges",,,,PRAM-CRCW,130,,,,,,,,,0,,0,,0,1,O(m),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",478,,,,,,,,,"Chong, Lam",1993,https://dl.acm.org/doi/pdf/10.5555/313559.313575,,,,,,,,O(log n log log n) ,O(log n log log n) ,1.1,,O((n+m) log n log log n) ,11.1,,,"n: number of vertices
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n+m),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",479,,,,,,,,,"Cole, Klein, Tarjan",1996,https://dl.acm.org/doi/pdf/10.1145/237502.237563,,,,,,,,O(log n),O(log n),1,,O(n+m),10,,,n: number of nodes,,,,CRCW PRAM,130,,,,,,,,,1,,0,,0,1,n/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",480,,,,,,,,,Chong,1996,http://dspace.fcu.edu.tw/bitstream/2377/2563/1/ce07ics001996000103.pdf,,,,,,,,O(log n log log n),O(log n log log n),1.1,,O((n+m) log n log log n),11.1,,,"n: number of nodes
m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,m+n,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",481,,,,,"Expected time: o((log n)^{1+eps}) for any eps > 0
Expected work: O(m)",,,,"Poon, Ramachandran",1997,https://www.cs.utexas.edu/~vlr/papers/mst97.pdf,,,,,,,,,O(log n log log n 2^{log* n}),1.101,,,10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,,8.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",482,,,,,,,,,Zaroliagis,1997,https://www.researchgate.net/profile/Christos-Zaroliagis/publication/47842817_Simple_and_Work-Efficient_Parallel_Algorithms_for_the_Minimum_Spanning_Tree_Problem/links/53e256010cf275a5fdd6ba3e/Simple-and-Work-Efficient-Parallel-Algorithms-for-the-Minimum-Spanning-Tree-Problem.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,,O(m log n),11,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(m/log n),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",483,,,,,,,,,Zaroliagis,1997,https://www.researchgate.net/profile/Christos-Zaroliagis/publication/47842817_Simple_and_Work-Efficient_Parallel_Algorithms_for_the_Minimum_Spanning_Tree_Problem/links/53e256010cf275a5fdd6ba3e/Simple-and-Work-Efficient-Parallel-Algorithms-for-the-Minimum-Spanning-Tree-Problem.pdf,,,,,,,,O(log n),O(log n),1,,O(m log n),11,,,"n: number of nodes
m: number of edges",,,,COMMON CRCW PRAM,132,,,,,,,,,0,,0,,0,1,O(m),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"""sufficiently dense""
m/n >= p",484,Sollin method,,,,,,,,"Dehne, Gotz",1998,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=740525,,,,,,,,O(log p),O(log p),1,,"T_seq(n,m/p) + 2*T_seq(n, Dn) + O(n) + g*n + L*log p",10,,,"n: number of nodes
m: number of edges",,,,BSP,400,,,,,,,,,0,,0,,0,1,p (<= m/n),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"relatively dense graphs (m >= n*p);Undirected, Dense MST",485,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log p),O(log p),1,,O(m/p + n * log log p + g * n + L* log p),10,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,0,,0,,0,1,p <= m/n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"relatively dense graphs (p^{1+eps} <= m/n, eps > 0);Undirected, Dense MST",486,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(1),O(1),0,,O(m/p + n + g*m/p^{1+eps/2} + L),10,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,0,,0,,0,1,"p^{1+eps} <= m/n
esp > 0",10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"all but very sparse graphs;Undirected, Dense MST",487,,,,,,,,,"Adler, Dittrich, Juurlink, Kutylowski, Rieping",1998,https://dl.acm.org/doi/pdf/10.1145/277651.277662,,,,,,,,O(log^2(p)/log((m+n)/p)),O(log^2(p)/log((m+n)/p)),2,,O(m/p + n/p*log p + g*(m/p + n/p*log p) + L*(log^2(p)/log((m+n)/p))) ,10,,,"n: number of nodes
m: number of edges
p: number of processors",,,,BSP,400,,,,,,,,,1,runtime bounds probability 1 - p^{-c} for any constant c > 0,0,,0,1,"p <= m + n
log p <= m/n <= p
eps > 0",8.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",488,,,,,,,,,"Chong, Han, Lam",1999,https://hub.hku.hk/bitstream/10722/45607/1/40756.pdf?accept=1,,,,,,,,O(log n),O(log n),1,,O((n+m)*log n),11,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,m+n,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",489,,,,,,,,,"PETTIE, RAMACHANDRAN",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,1 - p^{-c} for any constant c > 0,0,,0,1,(m+n)/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",490,,,,,,,,,"Pettie, Ramachandran",1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3be733422366ebdf4cfc1a21ffb3d70770ce129a,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m + n) / log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",491,,,,,,,,,"Halperin, Zwick",2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7d8bf94f2171283c40ac212e51e2fbd01885fa4e,,,,,,,,O(log n),O(log n),1,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,(m+n)/log n,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",492,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*sqrt(log n)),10.5,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((m+n)/sqrt(log n)),9.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",493,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O((m+n)*log log n),10.1,,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O((m+n)*log log n/log n),9.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, Dense MST",494,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),1,,O(n^2),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n^2/log n),9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",495,,,,,,,,,"Chong, Han, Lam",2001,https://dl.acm.org/doi/abs/10.1145/375827.375847,,,,,,,,O(log n),O(log n),1,,O(m+n*log n),10.1,,,n: number of nodes,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",496,,,,,,,,,"Pettie, Ramachandran",2001,https://www.cs.utexas.edu/users/vlr/papers/tr01-25.pdf,,,,,,,,O(m/p + log^2(n) log*(n)),O(m/p + log^2(n) log*(n)),2.001,,O(m+n),10,,,"n: number of nodes
m: number of edges",,,,EREW PRAM,110,,,,,,,,,1,,0,,0,1,p,8.895,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",497,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^2 log n),O(n^2 log n),11,,O(n^3),16,,,n: number of nodes,,,,,120,,,,,,,,,0,,0,,0,1,O(n/log n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",498,,,,,,,,,"AHRABIAN, NOWZARI-DALINI",2002,https://www.tandfonline.com/doi/pdf/10.1080/00207160210945,,,,,,,,O(n^3*log(p)/p),O(n^3*log(p)/p),1,,O(n^3),16,,,"n: number of nodes
p: number of processors",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,p,15.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",499,Parallel algorithm,,1,1,O(E log(V)/p),,,[https://www.sciencedirect.com/science/article/pii/S0743731506001262 Bader & Cong Parallel Implementation  (2006)],Bader & Cong Parallel Implementation ,2006,https://www.sciencedirect.com/science/article/pii/S0743731506001262,,,,0,0,5.01,"E: 3,
V: 5.01",O(E \log(V)/p),$O(E\log(V)/p)$,6.1,https://www.sciencedirect.com/science/article/pii/S0743731506001262,$O(E\log(V)$,11,https://www.sciencedirect.com/science/article/pii/S0743731506001262,only experimentally?,"V: number of vertices
E: number of edges
U: maximum edge weight
p: number of processors",V,https://www.sciencedirect.com/science/article/pii/S0743731506001262,0,PRAM/SMPs?,300,words,3,"V: 3,
E: 1",O(V) total,Initializes and uses a constant number of arrays of size O(V) (and does work similar to work done in Boruvka/Prim algorithm),1,0,,0,,0,,0,1,p,6,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,"V:E
5:7",,,,,,,8.7,583.3333333,,,,,,,,5,,,Combinatorics
14,Minimum Spanning Tree (MST),1,MST,"Undirected, General MST; Undirected, Dense MST",500,,,,,,,,,"Tripathy, Ray",2013,https://www.proquest.com/docview/1505018621,,,,,,,,O(m*log(n)/p),O(m*log(n)/p),6.1,,O(m*log(n)),11,,,"n: number of nodes
m: number of edges
p: number of processors",,,,"""multiprocessor system"", ""shared memory""",300,,,,,,,,,0,,0,,0,1,p <=n,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Euclidean metric",501,,,,,,,,[https://link.springer.com/article/10.1007/BF01758749 Cole & Gooddrich (1988)],Cole & Gooddrich,1988,https://link.springer.com/article/10.1007/BF01758749,,,,,,,,O(log n),O(log n),1,https://link.springer.com/article/10.1007/BF01758749,O(n log n),11,https://link.springer.com/article/10.1007/BF01758749,no,n: number of points,,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,"Given $n$ points in 2-dimensional space equipped with the Eucildean metric, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,k-dimensional space Closest Pair Problem,"k-dimensional space, $l_m$ (or $l_\infty$) norm",502,,,,,,,,[https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886 Lenhof & Smid (1992)],Lenhof & Smid,1992,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,,,,,,,,O((log n)^2 log log n),O((log n)^2 log log n),2.1,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,O(nlog n log log n + k),20,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,no,"n: number of points
k: kth closest pair",,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n/log n + k/((log n)^2 log log n)),17.99,0,0,,"Given $n$ points in metric space, typically $k$-dimensional space equipped with $l_m$ (or $l_\infty$) norm, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Eucledian metric",503,,,,,,,,,"MacKenzie, Stout",1991,https://www.researchgate.net/profile/Q-Stout/publication/2449701_Ultra-Fast_Expected_Time_Parallel_Algorithms/links/0c960527a896da1aea000000/Ultra-Fast-Expected-Time-Parallel-Algorithms.pdf,,,,,,,,O(1) expected,O(1) expected,0,,O(n) expected,10,,,n: number of points,,,,Arbitrary CRCW PRAM,131,,,,,,,,,1,,0,,0,1,n,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,2-dimensional array representation,504,,,,,,,,,"Atallah, Goodrich",1986,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1424&context=cstech,,,,,,,,O(log n log log n),O(log n log log n),1.1,,O(n log n log log n),11.1,,,n: number of points,,,,PRAM CREW,120,,,,,,,,,0,,0,,0,1,O(n),10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,k-dimensional space Closest Pair Problem,Euclidean space in k dimensions,505,,,,,,,,,"Blelloch, Gu, Shun, Sun",2016,https://dl.acm.org/doi/pdf/10.1145/3402819,,,,,,,,O(log n log^∗ n) whp,O(log n log^∗ n) whp,2.001,,O(n) expected,10,,,n: number of points,,,,ARBITRARY CRCW PRAM,131,,,,,,,,,1,,0,,0,1,,8.895,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional space Closest Pair Problem,"2-dimensional space, Euclidean metric",506,,,,,,,,,Callahan,1993,https://www.researchgate.net/profile/Paul-Callahan-3/publication/221498722_Optimal_Parallel_All-Nearest-Neighbors_Using_the_Well-Separated_Pair_Decomposition_Preliminary_Version/links/5453daa60cf2bccc490b2619/Optimal-Parallel-All-Nearest-Neighbors-Using-the-Well-Separated-Pair-Decomposition-Preliminary-Version.pdf,,,,,,,, O(log n), O(log n),1,, O(n log n),11,,,n: number of points,,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected nonneg SSSP,non-negative edge lengths,507,,,,,,,,,"Driscoll, Gabow, Shrairman, Tarjan",1987,https://dl.acm.org/doi/pdf/10.1145/50087.50096,,,,,,,,O(m/p + n log n),O(m/p + n log n),6.1,,O(m + np log n),10,,,"n: number of nodes
m: number of edges
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,p <= m/(n log n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,nonnegative weighted digraphs,508,,,,,,,,,"Klein, Subramanian",1997,https://www.sciencedirect.com/science/article/abs/pii/S0196677497908889,,,,,,,,O(sqrt(n) log(L) log(n) log*(n)),O(sqrt(n) log(L) log(n) log*(n)),,,O(m sqrt(n) log(L) log(n)),,,,"n: number of nodes
m: number of edges
L: sum of edge lengths",,,,ARBITRARY CRCW PRAM,131,,,,,,,,,1,,0,,0,1,O(m/log*n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected nonneg SSSP,undirected graphs with nonnegative edge weights,509,,,,,,,,,"Maleki, Nguyen, Lenharth, Garzarán, Padua, Pingali",2016,https://dl.acm.org/doi/abs/10.1145/2925426.2926287,,,,,,,,O((|E| + L_D)/P + (|E| + L_D)/D),O((|E| + L_D)/P + (|E| + L_D)/D),,,O((|E| + L_D) + (|E| + L_D)P/D),,,,"|E|: number of edges
P: number of processors
D: number of edge relaxations between communications
L_D: work overhead",,,,BSP (written for SPMD),400,,,,,,,,,0,,0,,0,1,P,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed SSSP,weighted digraph,510,,,,,,,,,Amato,1991,https://core.ac.uk/download/pdf/158320008.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,,M(n),,,,"n: number of nodes
M(n): number of processors necessary to multiply two nxn integer matrices over a ring in O(log n) time",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,M(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,,both directed and undirected,511,∆-stepping,,,,,,,,"Dhulipala, Blelloch, Shun",2017,https://dl.acm.org/doi/pdf/10.1145/3087556.3087580,,,,,,,,O(d_∆ log |V|) whp,O(d_∆ log |V|) whp,,,expected O(w_∆),,,,"w∆, d∆: work and number of rounds of the original ∆-stepping algorithm",,,,work-depth CRCW,330,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,,,512,wBFS,,,,,,,,"Dhulipala, Blelloch, Shun",2017,https://dl.acm.org/doi/pdf/10.1145/3087556.3087580,,,,,,,,O(r_{src} + |E|)  whp,O(r_{src} + |E|)  whp,,,expected O(r_{src} log |V|),,,,r_{src}: eccentricity from src; longest SP dist bet src and any reachable vertex v,,,,work-depth CRCW,330,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,non-negative digraph,513,,,,,,,,,"Brodal, Traff, Zaroliagis",1997,https://pure.mpg.de/rest/items/item_1824291_4/component/file_2574443/content,,,,,,,,O(n),O(n),6,,O(m log n),11,,,"n: number of nodes
m: number of edges",,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(m log n / n),5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,directed nonneg SSSP,"undirected graph, positive weights",514,,,,,,,,,Cohen,1993,https://www.sciencedirect.com/science/article/abs/pii/S0196677496908135,,,,,,,,O(nR log^3{n}/d),O(nR log^3{n}/d),,,O(n^2R log^3{n} + nd^2 log n),,,,"R = max{1, ceil(log{max_{e \in E} w(e) / min_{e \in E} w(e)})}
1 <= d <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(nd + d^3/(R log^2 n)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected SSSP,undirected graph,515,,,,,,,,,"Shi, Spencer",1999,https://dl.acm.org/doi/abs/10.1006/jagm.1998.0968,,,,,,,,O(t log n),O(t log n),,,O((n^3/t^2) log n log(n/t) + m log n),,,,"n: number of nodes
m: number of edges
log n <= t <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O((n^3/t^3) log(n/t) + m/t),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),1,undirected SSSP,undirected graph,516,,,,,,,,,"Shi, Spencer",1999,https://dl.acm.org/doi/abs/10.1006/jagm.1998.0968,,,,,,,,O(t log n),O(t log n),,,O((n^3/t^3 + mn/t) log n) for any t in the range log n <= t <= n,,,,"n: number of nodes
m: number of edges
log n <= t <= n",,,,EREW PRAM,110,,,,,,,,,0,,0,,0,1,O(n^3/t^4 + mn/t^2) for any t in the range log n <= t <= n,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed Graphs),0.001,,,517,,,,,,,,,"Mohr, Pasche",1988,https://dl.acm.org/doi/abs/10.1007/BF02276912,,,,,,,,,,,,,,,,,,,,MIMD,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
