Family Name, ,Looked at?,Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
Mesh Simplification,109,0,,Mesh Simplification,418,,,0,0,,,,[ Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996 (1996)],Controlled vertex/edge/face decimation - R. Ronfard and J. Rossignac 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,419,,,0,0,,,,[ Controlled vertex/edge/face decimation - Hamann 1994 (1994)],Controlled vertex/edge/face decimation - Hamann 1994,1994,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,420,,,0,0,,,,[ Controlled vertex/edge/face decimation - Cohen; J.; Varshney; A 1996 (1996)],Controlled vertex/edge/face decimation - Cohen; J.; Varshney; A 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,421,,,0,0,,,,[ Re-tiling - Turk; G 1992 (1992)],Re-tiling - Turk; G 1992,1992,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,422,,,0,0,,,,[ Vertex clustering - Rossignac; J. and Borrel; P. 1993 (1993)],Vertex clustering - Rossignac; J. and Borrel; P. 1993,1993,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,423,,,0,0,,,,[ Vertex clustering - Low; K. L. and Tan; T. S 1997 (1997)],Vertex clustering - Low; K. L. and Tan; T. S 1997,1997,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,424,,,0,0,,,,[ Vertex clustering - Reddy 1996 (1996)],Vertex clustering - Reddy 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,425,,,0,0,,,,[ Vertex clustering - Hoppe; H.; DeRose; T.;  1993 (1993)],Vertex clustering - Hoppe; H.; DeRose; T.;  1993,1993,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,426,,,0,0,,,,[ Vertex clustering - Rossignac; J. and Borrel; P. 1997 (1997)],Vertex clustering - Rossignac; J. and Borrel; P. 1997,1997,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,427,,,0,0,,,,[ Wavelet-based - M.H. Gross; O.G. Staadt and R. Gatti 1996 (1996)],Wavelet-based - M.H. Gross; O.G. Staadt and R. Gatti 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,428,,,0,0,,,,[ Wavelet-based - D.J. Hebert and H-J. Kim 1995 (1995)],Wavelet-based - D.J. Hebert and H-J. Kim 1995,1995,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,429,,,0,0,,,,[ Wavelet-based - Certain; A.; Popovic; J.; 1996 (1996)],Wavelet-based - Certain; A.; Popovic; J.; 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,430,,,0,0,,,,[ Wavelet-based - Eck; M.; DeRose; T.; 1995 (1995)],Wavelet-based - Eck; M.; DeRose; T.; 1995,1995,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,431,,,0,0,,,,[ Simplification via intermediate hierarchical rep-resentation - Andujar 1996 (1996)],Simplification via intermediate hierarchical rep-resentation - Andujar 1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,432,,,0,0,,,,[ Simplification via intermediate hierarchical rep-resentation - He; T.; Hong; L.; Kaufman 1995 (1995)],Simplification via intermediate hierarchical rep-resentation - He; T.; Hong; L.; Kaufman 1995,1995,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
Mesh Simplification,109,0,,Mesh Simplification,433,,,0,0,,,,[ Simplification via intermediate hierarchical rep-resentation - He;  T.;  Hong;  1996 (1996)],Simplification via intermediate hierarchical rep-resentation - He;  T.;  Hong;  1996,1996,,,[],0,,,,,,,#VALUE!,,,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Image Processing
POMDPs,111,0,,POMDPs,434,,,0,0,-,,,[ Hauskrecht; 2000; (2000)],Hauskrecht; 2000;,2000,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,435,,,0,0,-,,,[  Pineau; Gordon; & Thrun; 2003;  (2003)], Pineau; Gordon; & Thrun; 2003; ,2003,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,436,,,0,0,-,,,[ Braziunas & Boutilier; 2004;  (2004)],Braziunas & Boutilier; 2004; ,2004,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,437,,,0,0,-,,,[ Poupart; 2005;  (2005)],Poupart; 2005; ,2005,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,438,,,0,0,-,,,[ Smith & Simmons; 2005;  (2005)],Smith & Simmons; 2005; ,2005,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,439,,,0,0,-,,,[ Spaan & Vlassis; 2005 (2005)],Spaan & Vlassis; 2005,2005,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,440,,,0,0,-,,,[ Satia & Lave; 1973;  (1973)],Satia & Lave; 1973; ,1973,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,441,,,0,0,-,,,[ Washington; 1997;  (1997)],Washington; 1997; ,1997,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,442,,,0,0,-,,,[ Barto;Bradtke; & Singhe; 1995;  (1995)],Barto;Bradtke; & Singhe; 1995; ,1995,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,443,,,0,0,-,,,[ Paquet; Tobin; & Chaib-draa; 2005;  (2005)],Paquet; Tobin; & Chaib-draa; 2005; ,2005,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,444,,,0,0,-,,,[ McAllester & Singh; 1999; (1999)],McAllester & Singh; 1999;,1999,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,445,,,0,0,-,,,[ Bertsekas & Castanon; 1999;  (1999)],Bertsekas & Castanon; 1999; ,1999,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
POMDPs,111,0,,POMDPs,446,,,0,0,-,,,[ Shani; Brafman; & Shimony; 2005 (2005)],Shani; Brafman; & Shimony; 2005,2005,,,[],0,,,,,,,#VALUE!,,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
Rasterization,112,2,,Rasterization,447,"""Scan-conversion line algorithm""",,0,0,O(n^1.45 logn),,,"[Hearn, Baker (1997) pg. 87 Digital Differential Analyzer (DDA) (1983)]",Digital Differential Analyzer (DDA),1983,"Hearn, Baker (1997) pg. 87",,[],2,,,,,1,0,3,n: 3,O(n),10,n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,223088,,,,,,,,,4,,,Image Processing
Rasterization,112,2,,Rasterization,448,,,0,0,O(n^2),,,"[Hearn, Baker (1997) pg. 88 Bresenham Algorithm (1962)]",Bresenham Algorithm,1962,"Hearn, Baker (1997) pg. 88",,[],2,,,,,1,0,3,n: 3,O(n),10,n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
Texture Mapping,113,0,,Environment Mapping,449,,,0,0,-,,,[ Blinn and Newell (1976)],Blinn and Newell,1976,,,[],0,,,,,,,#VALUE!,,-,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,450,,,0,0,O(n^4),,,[  Nate Green (1986)], Nate Green,1986,,,[],0,,,,,,,7,n: 7,O(n^4),40,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1.00E+12,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,451,,,0,0,-,,,[ Sphere mapping (1984)],Sphere mapping,1984,,,[],0,,,,,,,#VALUE!,,-,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,452,,,0,0,O(n^3),,,[ Heidrich; W.; and H.-P. Seidel (1998)],Heidrich; W.; and H.-P. Seidel,1998,,,[],0,,,,,,,6,n: 6,O(n^3),30,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,453,,,0,0,O(n^3),,,[ Emil Praun (2003)],Emil Praun,2003,,,[],0,,,,,,,6,n: 6,O(n^3),30,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,454,,,0,0,-,,,[ Mauro Steigleder (2005)],Mauro Steigleder,2005,,,[],0,,,,,,,#VALUE!,,-,,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
Texture Mapping,113,0,,Environment Mapping,455,,,0,0,O(n^2),,,[ HEALPix mapping Wong (2008)],HEALPix mapping Wong,2008,,,[],0,,,,,,,5,n: 5,O(n^2),20,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,2,,,Robotics
Occupancy Grid Mapping,114,0,,Occupancy Grid Mapping,456,,,0,0,O(n^3),,,[ Maximum a Posteriori Occupancy Mapping (2004)],Maximum a Posteriori Occupancy Mapping,2004,,,[],0,,,,,1,0,6,n: 6,O(n^3),30,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
SLAM Algorithms,115,1,,SLAM Algorithms,457,,0,1,0,O(m*log n) per iteration,^see above,(none),[http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf FastSlam (2003)],FastSlam,2003,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,,[],4,,,,,0,0,2,"m: 3,
n: 2",O(m*\log n) per iteration,,"n: number of dimensions in state space
m: number of particles in particle filter",n,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,0,Real RAM?,words?,3,"m: 3,
n: 3",O(mn)?,Stores and updates a balanced binary tree of n elements/dimensions per particle,1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
SLAM Algorithms,115,1,,SLAM Algorithms,458,,0,1,0,O(n^2),^see above,(none),[http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf srba (2002)],srba,2002,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,,[],3,,,,,0,0,5,n: 5,O(n^2),20,n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,"Seems to store a constant number of O(n)*O(n)-sized matrices and O(n)*O(n)-sized tables (see section II, part C)",1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000,,,,,,,,,3,,,Robotics
Change-Making Problem,130,2,,Change-Making Problem,459,,,1,0,O(n log n),,,[https://www.ncbi.nlm.nih.gov/pubmed/24626234 Probabilistic Convolution Tree (2014)],Probabilistic Convolution Tree,2014,https://www.ncbi.nlm.nih.gov/pubmed/24626234,10.1371/journal.pone.0091507,['Oliver Serang'],1,['The Probabilistic Convolution Tree: Efficient Exact Bayesian Inference for Faster LC-MS/MS Protein Inference'],,,,0,0,4,n: 4,O(n \log n),11,n: number of coins,n,,,Word RAM,words,4,n: 4,O(n log n),https://pubmed.ncbi.nlm.nih.gov/24626234/,0,1,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
Sorting,1,2,Comparison Sorting,Comparison Sorting,460,,,1,1,O( n² ),Any distribution,Same general behavior across inputs,[https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce Odd Even Sort Parallel  Implementation (1972)],Odd Even Sort Parallel  Implementation,1972,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,,[],1,,,,,0,0,5,n: 5,O(n^2),20,n: size of list,n,,,Word RAM,words,1,n: 1,O(1),in-situ,0,1,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Odd%E2%80%93even_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000000,1,,,,,,,,4,,,Combinatorics
Sorting,1,1,Non-comparison Sorting,Non-Comparison Sorting,461,,,1,1,O(n),Any distribution,need to read entire input,[https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11 Spaghetti Sort Parallel Implementation (1984)],Spaghetti Sort Parallel Implementation,1984,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,10.1007/978-94-009-2794-0_11,['Kenneth Steiglitz'],1,['Two Non-Standard Paradigms for Computation: Analog Machines and Cellular Automata'],,,,0,0,3,n: 3,O(n),10,n: size of list,n,,,???,words,1,n: 1,O(1) auxiliary? per processor?,"Assuming getting the spaghetti rods doesn't take up any auxiliary space, the only auxiliary space in this algorithm involves the table and the hands, each using O(1) space",1,0,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Spaghetti_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000,1000,,,,,,,,4,,,Combinatorics
Matrix Chain Multiplication,3,1,,Approximate MCSP,462,,,1,1,O(n^2),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee (1997)],Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,,[],4,,,,,0,0,5,n: 5,$O(n^2)$,20,"$P$: number of processors
$n$: number of matrices",n,,,Word RAM?,words,5,n: 5,$O(n^2)$?,Derived: two $n \times n$ size tables ($S$ and $W$),1,0,,0,,1,"""near optimal""",0,0?,,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,1000000,Inf,,,,,,,,1,,,Combinatorics
Matrix Chain Multiplication,3,2,Approximate MCOP,Approximate MCOP,463,,,1,1,O(log^4 n),,,[https://epubs.siam.org/doi/abs/10.1137/0225039 Prakesh Ramanan (1996)],Prakesh Ramanan,1996,https://epubs.siam.org/doi/abs/10.1137/0225039,10.1137/0225039,['Prakash Ramanan'],1,['An Efficient Parallel Algorithm for the Matrix-Chain-Product Problem'],,,,0,0,2.03,n: 2.03,O(log^4 n),4,$n$: number of matrices,n,,,CREW PRAM,words,3,n: 3,$O(n)$?,Derived: $n$ subtrees and each one has a $O(1)$ size trunk,1,0,,0,,0,,0,1,$n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,99,Inf,,,,,,,,1,,,Combinatorics
Matrix Chain Multiplication,3,2,Matrix Chain Scheduling Problem,Matrix Chain Scheduling Problem,464,,,1,1,O (log^3 n),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf Czumaj (1993)],Czumaj,1993,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf,,[],1,,,,,0,0,2.02,n: 2.02,O(log^3 n),3,$n$: number of matrices,n,,,CREW PRAM,words,5,n: 5,$O(n^2)$?,Derived: uses two arrays ($D$ and $c$) both of size $O(n^2)$,1,0,,0,,0,,0,1,$O(n^2 / \log^3 n)$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,989,Inf,,,,,,,,1,,,Combinatorics
Longest Common Subsequence,4,1,LCS,LCS,465,,,1,1,O(rm \log(n/r) + rm),,,[https://www.sciencedirect.com/science/article/pii/0022000084900254 Hsu and Du (Scheme 2) (1984)],Hsu and Du (Scheme 2),1984,https://www.sciencedirect.com/science/article/pii/0022000084900254,,[],2,,,,,1,-,5.01,"m: 3,
r: 3,
n: 2,
m+n: 5.01",O(rm \log(n/r) + rm),20,"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"r: 3,
m: 3,
m+n: 5",$O(rm)$,https://www.sciencedirect.com/science/article/pii/0022000084900254,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
Longest Common Subsequence,4,2,LCS,LCS,466,,,1,1,O(m \log n +n^2 \log(2m/n)),"On average, $p = n^2 / s$",https://dl.acm.org/doi/10.1145/74697.74702,[https://link.springer.com/article/10.1007/BF01840365 Apostolico and Guerra (HS1 Algorithm) (1987)],Apostolico and Guerra (HS1 Algorithm),1987,https://link.springer.com/article/10.1007/BF01840365,10.1007/BF01840365,"['A. Apostolico', 'C. Guerra']",2,['The longest common subsequence problem revisited'],,,,0,-,5,"m: 3,
n: 2,
p: 3,
m+n: 5",O(m \log n +p \log(2mn/p)),,"$n$: length of the longer input string
$m$: length of the shorter input string
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,https://link.springer.com/article/10.1007/BF01840365,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
Longest Common Subsequence,4,2,LCS,LCS,467,,,1,1,O(n^2 + n(r+\log n)),"On average, $p = n^2 / s$",https://dl.acm.org/doi/10.1145/74697.74702,[https://dl.acm.org/citation.cfm?id=74702 Kuo and Cross (1989)],Kuo and Cross,1989,https://dl.acm.org/citation.cfm?id=74702,,[],2,,,,,0,-,5,"p: 3,
n: 4,
r: 3,
m+n: 5",O(p + n(r+\log n)),20,"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,"https://dl.acm.org/doi/10.1145/74697.74702, Same space complexity as Hunt and Szymanski.",0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
Longest Common Subsequence,4,2,LCS,LCS,468,,,1,1,"O(sn + \min\{r(n - r ), rm\})",,,[https://link.springer.com/chapter/10.1007/3-540-60044-2_53 Rick (1995)],Rick,1995,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,10.1007/3-540-60044-2_53,['Claus Rick'],1,['A new flexible algorithm for the longest common subsequence problem'],,,,1,-,5,"s: 3,
n: 3,
r: 3,
m: 3,
m+n: 5","O(sn + \min\{r(n - r ), rm\})",,"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(sn + p)$,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
Longest Common Subsequence,4,0.001,LCS,LCS,469,,,1,1,"O(sn + \min\{rm, sd\})",,,[https://link.springer.com/chapter/10.1007/3-540-60044-2_53 Rick (1995)],Rick,1995,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,10.1007/3-540-60044-2_53,['Claus Rick'],1,['A new flexible algorithm for the longest common subsequence problem'],,,,0,-,5,"s: 3,
n: 3,
r: 3,
m: 3,
m+n: 5","O(sn + \min\{rm, sd\})",,"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(sn + p)$,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
Longest Common Subsequence,4,2,LCS,LCS,470,,,1,1,O(rn + n \log n),,,[https://dl.acm.org/citation.cfm?id=322044 Hirschberg (1977)],Hirschberg,1977,https://dl.acm.org/citation.cfm?id=322044,,[],1,,,,,1,-,5,"r: 3,
n: 4,
m+n: 5",O(rn + n \log n),20,"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(n + p)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
