 ,Family Name,"Looked at? (0 - no, 0.001 - briefly but seems to have issues, 1 - partially, 2 - [mostly] yes)",Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,Citation,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity (Auxiliary),Space Complexity Class,Space Complexity Reference,Derived Space Complexity?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),2,,"Undirected, Integer Weights MST",1121,,,1,1,O(E+V),Any distribution (runtime is same regardless of input),need that much time to read all parts of input,[https://www.sciencedirect.com/science/article/pii/S0022000005800649?via%3Dihub Fredman & Willard (1991)],Fredman & Willard,1991,https://www.sciencedirect.com/science/article/pii/S0022000005800649?via%3Dihub,,,,0,0,,O(E+V),10,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Trans-dichotomous,words,,,,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),2,MST,"Undirected, General MST",1122,,,1,1,O(E),"Randomly chosen from G_(n, m) or G_(n, p), and regardless of edge weights",https://dl.acm.org/doi/10.1145/505241.505243,"[https://dl.acm.org/doi/10.1145/505241.505243 Pettie, Ramachandran (2002)]","Pettie, Ramachandran",2002,https://dl.acm.org/doi/10.1145/505241.505243,,,,0,0,,unknown but optimal,,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM?,words,O(E) auxiliary?,"V: 5,
E: 3",,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,"Directed (Optimum Branchings), General MST",1123,,,1,1,O(EV),,,[https://nvlpubs.nist.gov/nistpubs/jres/71b/jresv71bn4p233_a1b.pdf Chu-Liu-Edmonds Algorithm (1965)],Chu-Liu-Edmonds Algorithm,1965,https://nvlpubs.nist.gov/nistpubs/jres/71b/jresv71bn4p233_a1b.pdf,,,,0,0,,O(EV),16,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM,words,O(E+V),"V: 5,
E: 3",(derived in sheet),,,0,,0,,0,0,,0,0,https://nvlpubs.nist.gov/nistpubs/jres/71B/jresv71Bn4p233_A1b.pdf,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),2,,"Directed (Optimum Branchings), General MST",1124,,,1,1,O(E+V(logV)^2),"""uniform probability measure""",https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103,"[https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103 Tarjan (directed, general) (1987)]","Tarjan (directed, general)",1987,https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103,,,,0,0,,O(ElogV),11,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM,words,O(E),"V: 5,
E: 3",https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,"Directed (Optimum Branchings), Super Dense MST",1125,,,1,1,O(V^2),,,"[https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103 Tarjan (directed, dense) (1987)]","Tarjan (directed, dense)",1987,https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103,,,,0,0,,O(V^2),10,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM,words,O(E),"V: 5,
E: 3",https://onlinelibrary.wiley.com/doi/10.1002/net.3230070103,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,"Directed (Optimum Branchings), General MST",1126,,,1,1,O(VlogV+Eloglog(logV/log(E/V + 2))),,,"[https://ieeexplore.ieee.org/abstract/document/715935 Gabow, Galil, Spencer (1984)]","Gabow, Galil, Spencer",1984,https://ieeexplore.ieee.org/abstract/document/715935,,,,0,0,,O(VlogV+Eloglog(logV/log(E/V + 2))),10,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM,words,O(E),"V: 5,
E: 3",(derived in sheet),,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,"Directed (Optimum Branchings), General MST",1127,,,1,1,O(E+VlogV),,,"[https://link.springer.com/article/10.1007/BF02579168 Gabow et al, Section 3 (1986)]","Gabow et al, Section 3",1986,https://link.springer.com/article/10.1007/BF02579168,,,,0,0,,O(E+VlogV),10,"V: number of vertices
E: number of edges
U: maximum edge weight",,,Word RAM,words,O(E+V),"V: 5,
E: 3",(derived in sheet),,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,,"k-dimensional space, Euclidean metric",1128,,,1,1,O(3^k*n),Randomness within the algorithm steps themselves,,"[https://www.sciencedirect.com/science/article/pii/S0890540185710498?via%3Dihub Khuller, Matias (1995)]","Khuller, Matias",1995,https://www.sciencedirect.com/science/article/pii/S0890540185710498?via%3Dihub,,,,,,,infinite (can be upper bounded by O(n^2)),,"n: number of points
k: dimension of space",,,Real RAM,words,O(n),n: 3,https://www.sciencedirect.com/science/article/pii/S0890540185710498?via%3Dihub,,,1,Las Vegas,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,,,,Image Processing,,,,,,,,,,,,,,,,,,,,,,
16,Shortest Path (Directed graphs),1,directed nonneg SSSP,nonnegative integer weights,1129,,,1,1,O(E+LV),,,[https://dl.acm.org/doi/10.1145/363269.363610 Dial's Algorithm (1969)],Dial's Algorithm,1969,https://dl.acm.org/doi/10.1145/363269.363610,,,,,,,O(E+LV),,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",,,Word RAM,words,O(V+L),"V: 3,
L: 3",keep track of vertices and L most recent buckets,,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,Shortest Path (Undirected graphs),1,,positive integer weights; assumes constant-time multiplication,1130,,,1,1,O(E),,,[https://dl.acm.org/doi/10.1145/316542.316548 Thorup (1999)],Thorup,1999,https://dl.acm.org/doi/10.1145/316542.316548,,,,,,,O(E),,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",,,Word RAM,words,O(E),"V: 5,
E: 3",https://dl.acm.org/doi/10.1145/316542.316548,,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,Betweenness Centrality (BC),1,,Unweighted,1131,,,1,1,O(nm),,,[https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249 Brandes (2000)],Brandes,2000,https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249,,,,,,,O(nm),,"n: number of vertices
m: number of edges",,,not mentioned,,O(n + m),"n: 5,
m: 3",https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249,,,0,,0,,0,0,,0,0,,"compute the betweenness centrality of a vertex, i.e. the proportion of shortest paths in the graph that go through a specific vertex",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,Betweenness Centrality (BC),1,,Weighted,1132,,,1,1,O(nm + n^2 \log n),,,[https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249 Brandes (2000)],Brandes,2000,https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249,,,,,,,O(nm + n^2 \log n),,"n: number of vertices
m: number of edges",,,not mentioned,,O(n + m),"n: 5,
m: 3",https://www.tandfonline.com/doi/abs/10.1080/0022250x.2001.9990249,,,0,,0,,0,0,,0,0,,"compute the betweenness centrality of a vertex, i.e. the proportion of shortest paths in the graph that go through a specific vertex",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,All-Pairs Shortest Paths (APSP),1,APSP,"Directed, Weighted (Arbitrary weights)",1133,,,1,1,O(V^2 logV +VE),,,[https://dl.acm.org/doi/10.1145/321992.321993 Johnson's algorithm (1977)],Johnson's algorithm,1977,https://dl.acm.org/doi/10.1145/321992.321993,,,,,,,O(V^2 log V + VE),16,"V: number of vertices
E: number of edges",,,,,,,,,,,,,,,,,,,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,All-Pairs Shortest Paths (APSP),1,,"Directed, Unweighted",1134,,,1,1,O(V^2.575),,,[https://dl.acm.org/doi/abs/10.1145/567112.567114 Zwick 2002 (2002)],Zwick 2002,2002,https://dl.acm.org/doi/abs/10.1145/567112.567114,,,,,,,O(V^2.575),,V: number of vertices,,,,,,,,,,0,,0,,1,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,2,,CNF-SAT,1135,,,1,1,2^{nw + o(n)},Random 3-SAT distribution,https://arxiv.org/abs/cs/0506069,[https://dl.acm.org/doi/10.1145/368273.368557 Davis-Putnam-Logemann-Loveland Algorithm (DPLL) (1961)],Davis-Putnam-Logemann-Loveland Algorithm (DPLL),1961,https://dl.acm.org/doi/10.1145/368273.368557,,,,,,,O(2^n),,"n: number of variables
w: ratio of clauses per variable",,,,Binary Search Tree,O(n),n: 3,https://en.wikipedia.org/wiki/DPLL_algorithm,,,0,,0,,1,0,,0,0,,"CNF-SAT restricts the boolean formula to conjunctive normal form (CNF), meaning it is the AND of ORs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,1,,CNF-SAT,1136,,,1,1,O(2^n),,,[https://ieeexplore.ieee.org/document/769433 Conflict-Driven Clause Learning (CDCL) (1999)],Conflict-Driven Clause Learning (CDCL),1999,https://ieeexplore.ieee.org/document/769433,,,,,,,O(2^n),,n: number of variables,,,,,,,,,,0,,0,,1,0,,0,0,,"CNF-SAT restricts the boolean formula to conjunctive normal form (CNF), meaning it is the AND of ORs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,2,,CNF-SAT,1137,,,1,1,O(n*mt*mf),,,[http://www.cs.cornell.edu/selman/papers/pdf/92.aaai.gsat.pdf GSAT (1992)],GSAT,1992,http://www.cs.cornell.edu/selman/papers/pdf/92.aaai.gsat.pdf,,,,,,,O(n*mt*mf),,"n: number of variables, mt: maximum assignments tested, mf: maximum flips per assignment",,,,,O(n),n: 3,derived in notes,,,1,,,,1,0,,0,0,,"CNF-SAT restricts the boolean formula to conjunctive normal form (CNF), meaning it is the AND of ORs.",,,,,,,,,,,"Incomplete algorithm, can give wrong answers in yes instances. If run exponentially long time, it gives right answers with high probability.",,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,2,,CNF-SAT,1138,,,1,1,O(n*mt*mf),,,[https://www.aaai.org/Papers/AAAI/1994/AAAI94-051.pdf WalkSAT (1994)],WalkSAT,1994,https://www.aaai.org/Papers/AAAI/1994/AAAI94-051.pdf,,,,,,,O(n*mt*mf),,"n: number of variables, mt: maximum assignments tested, mf: maximum flips per assignment",,,,,O(n),n: 3,same as above,,,1,,,,1,0,,0,0,,"CNF-SAT restricts the boolean formula to conjunctive normal form (CNF), meaning it is the AND of ORs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,1,,CNF-SAT,1139,,,1,1,O(2^n),,,[https://arxiv.org/pdf/quant-ph/0001106.pdf Quantum Adiabatic Algorithm (QAA) (2001)],Quantum Adiabatic Algorithm (QAA),2001,https://arxiv.org/pdf/quant-ph/0001106.pdf,,,,,,,O(2^n),,n: number of variables (number of qubits),,,Quantum Adiabatic Computing,qubits,O(poly(n)),n: 7,,,,,,,,,0,,1,0,,"CNF-SAT restricts the boolean formula to conjunctive normal form (CNF), meaning it is the AND of ORs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,2,,Renamable Horn,1140,,,1,1,O(mn^2),,,[https://dl.acm.org/doi/10.1145/322047.322059 Lewis 1978 (1978)],Lewis 1978,1978,https://dl.acm.org/doi/10.1145/322047.322059,,,,,,,O(mn^2),,"n: number of variables
m: number of clauses",,,,,,,,,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Horn-satisfiability,Renamable Horn asks the question whether or not there exists a subset of variables that can be negated such that the boolean formula is turned into a Horn formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,1,,k-SAT,1141,,,1,1,O^*(2^{n-cn/k}),,,"[https://dl.acm.org/doi/abs/10.1145/1066100.1066101 Paturi, Pudlák, Saks, Zane (PPSZ) 2005 (2005)]","Paturi, Pudlák, Saks, Zane (PPSZ) 2005",2005,https://dl.acm.org/doi/abs/10.1145/1066100.1066101,,,,,,,$O^*(2^{n-cn/k})$,,"n: number of clauses
k: number of variables per clause ",,,Word RAM,words,O(kn),"n: 3,
k: 3",Derived in notes,,,1,Monte Carlo,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,1,,3SAT,1142,,,1,1,,,,[https://epubs.siam.org/doi/abs/10.1137/120868177 Hertli (Modified PPSZ) (2014)],Hertli (Modified PPSZ),2014,https://epubs.siam.org/doi/abs/10.1137/120868177,,,,,,,O(1.30704^n),,n: number of variables,,,Word RAM,words,O(kn),"n: 3,
k: 3","Not sure, please look",,,1,Monte Carlo,0,,0,0,,0,0,Original PPSZ: https://dl.acm.org/doi/abs/10.1145/1066100.1066101,3SAT restricts the boolean formula to CNF with (at most) 3 literals per clause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,1,,4SAT,1143,,,1,1,,,,[https://epubs.siam.org/doi/abs/10.1137/120868177 Hertli (Modified PPSZ) (2014)],Hertli (Modified PPSZ),2014,https://epubs.siam.org/doi/abs/10.1137/120868177,,,,,,,O(1.46899^n),,n: number of variables,,,Word RAM,words,O(kn),"n: 3,
k: 3","Not sure, please look",,,1,Monte Carlo,0,,0,0,,0,0,Original PPSZ: https://dl.acm.org/doi/abs/10.1145/1066100.1066101,4SAT restricts the boolean formula to CNF with (at most) 4 literals per clause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boolean Satisfiability,2,,NAE 3SAT,1144,,,1,1,,,,[https://ieeexplore.ieee.org/abstract/document/5211463 Shi 2009 (2009)],Shi 2009,2009,https://ieeexplore.ieee.org/abstract/document/5211463,,,,,,,O(12m*t_{extract} + 2m*t_{discard} + 2n*t_{append} + (n+2m)*t_{merge} + (n-1)*t_{amplify}),,"n: number of variables
m: number of clauses",,,Adelman-Lipton,,O(n) tubes or O(2^n) library strands,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5211463,,,0,,0,,,,,,,,,,,,,,,,,,,DNA-Based,,,,,,,,,,,,,,,,,,,,,,,,
21,Informed Search,2,,,1145,,,1,1,O(b^d),,,[https://www.ri.cmu.edu/publications/anytime-dynamic-a-an-anytime-replanning-algorithm/ Anytime Dynamic A* (ADA*) (2005)],Anytime Dynamic A* (ADA*),2005,https://www.ri.cmu.edu/publications/anytime-dynamic-a-an-anytime-replanning-algorithm/,,,,,,,O(b^d),,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",,,,,O(b^d),"b: 7,
d: 8",Stores all generated nodes in memory,,,0,,0,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Informed Search,2,,,1146,,,1,1,O(b^d),,,[https://doi.org/10.1109%2Ftro.2004.838026 D* Lite (2005)],D* Lite,2005,https://doi.org/10.1109%2Ftro.2004.838026,,,,,,,O(b^d),,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",,,,,O(b^d),"b: 7,
d: 8",Stores all generated nodes in memory,,,0,,0,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Informed Search,2,,,1147,,,1,1,O(b^d),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.41.8257 Focused D* (2005)],Focused D*,2005,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.41.8257,,,,,,,O(b^d),,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",,,,,O(b^d),"b: 7,
d: 8",Stores all generated nodes in memory,,,0,,0,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,,,1148,,,1,0,O(nk \lceil m/w \rceil),,,"[https://dl.acm.org/doi/pdf/10.1145/135239.135244 Wu and Manber, Fuzzy String Matching (1992)]","Wu and Manber, Fuzzy String Matching",1992,https://dl.acm.org/doi/pdf/10.1145/135239.135244,,,,,,,O(nk \lceil m/w \rceil),,"m: pattern length
n: text length
k: allowable errors
w: word size
s: alphabet size",,,not mentioned,,O(ms +  k \lceil m/w \rceil),"m: 3,
s: 3,
k: 3,
n: 3",https://dl.acm.org/doi/pdf/10.1145/135239.135244,,,0,,1,Levensthein Distance = k,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet",Edit distance,1149,,,1,1,O(mn),,,[https://dl.acm.org/doi/abs/10.1145/321796.321811 Wagner-Fischer algorithm (1974)],Wagner-Fischer algorithm,1974,https://dl.acm.org/doi/abs/10.1145/321796.321811,,,,,,,O(mn),,"n, m: lengths of input strings; assume n≥m",,,Word RAM,words,O(m),"n: 3,
m: 3",Easily derived,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Bioinformatics,,,,,,,,,,,,,,,,,,,,,,
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet",Edit sequence,1150,,,1,1,O(mn),,,[https://dl.acm.org/doi/abs/10.1145/321796.321811 Wagner-Fischer algorithm (1974)],Wagner-Fischer algorithm,1974,https://dl.acm.org/doi/abs/10.1145/321796.321811,,,,,,,O(mn),,"n, m: lengths of input strings; assume n≥m",,,Word RAM,words,O(mn),"n: 5,
m: 3",https://dl.acm.org/doi/10.1145/360825.360861,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Bioinformatics,,,,,,,,,,,,,,,,,,,,,,
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet",Edit sequence,1151,,,1,1,O(mn/log(n)),,,"[https://www.sciencedirect.com/science/article/pii/0022000080900021?via%3Dihub Masek, Paterson (1980)]","Masek, Paterson",1980,https://www.sciencedirect.com/science/article/pii/0022000080900021?via%3Dihub,,,,,,,O(mn/log(n)),,"n, m: lengths of input strings; assume n≥m",,,Word RAM,words,O(mn/log(n)),"n: 5,
m: 3",https://www.sciencedirect.com/science/article/pii/0022000080900021?via%3Dihub,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Bioinformatics,,,,,,,,,,,,,,,,,,,,,,
28,Maximum cardinality matching,1,,bipartite graph,1152,,,1,1,O(V^1.5*(E/logV)^0.5),,,"[https://www.sciencedirect.com/science/article/pii/002001909190195N Alt, Blum, Mehlhorn, Paul (1991)]","Alt, Blum, Mehlhorn, Paul",1991,https://www.sciencedirect.com/science/article/pii/002001909190195N,,,,,,,O(V^1.5*(E/logV)^0.5),,"V: number of vertices
E: number of edges",,,Word RAM,words,O(E) auxiliary?,"V: 5,
E: 3",Uses constant number of O(E)-sized data structures in pseudocode of algorithm,,,,,,,,,,,,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
28,Maximum cardinality matching,1,,general graph,1153,,,1,1,O(V^2E),,,[https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/paths-trees-and-flowers/08B492B72322C4130AE800C0610E0E21 Blossom Algorithm (1961)],Blossom Algorithm,1961,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/paths-trees-and-flowers/08B492B72322C4130AE800C0610E0E21,,,,,,,O(V^2E),,"V: number of vertices
E: number of edges",,,Word RAM,words,O(E) auxiliary?,"V: 5,
E: 3",Manipulates a constant number of graphs? Contractions can be kept track of in O(E) space,,,,,,,,,,,,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
28,Maximum cardinality matching,1,,general graph,1154,,,1,1,O(V^0.5 E),,,"[https://ieeexplore.ieee.org/document/4567800 Micali, Vazirani (1980)]","Micali, Vazirani",1980,https://ieeexplore.ieee.org/document/4567800,,,,,,,O(V^0.5 E),,"V: number of vertices
E: number of edges",,,Word RAM,words,O(E) auxiliary?,"V: 5,
E: 3",Manipulates a constant number of graphs? Contractions can be kept track of in O(E) space,,,,,,,,,,,,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
36,Minimum value in each row of an implicitly-defined totally monotone matrix,1,,,1155,,,1,1,O(m*log(n)),,,[https://link.springer.com/article/10.1007/BF01840359 Divide and Conquer (1987)],Divide and Conquer,1987,https://link.springer.com/article/10.1007/BF01840359,,,,,,,O(m*log(n)),,"n, m: dimensions of matrix; assume m≥n
possibly uses a function f to define entries; assume evaluation of f takes time O(1)",,,Word RAM,words,O(log(n)) auxiliary?,n: 2,"Need to keep track of the specific indices where the minimums occur, up to depth log(n)",,,0,,0,,0,0,,0,0,,,,,,1000,250,1000000,0,1000000000,0,4,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
37,All permutations,2,,,1156,,,1,1,O(1) per permutation,averaged over all permutations,Easily derived (each permutation takes O(1) time) ,[https://www.jstor.org/stable/2004229#metadata_info_tab_contents Wells (1961)],Wells,1961,https://www.jstor.org/stable/2004229#metadata_info_tab_contents,,,,,,,O(1) per permutation,,n: number of elements,,,Word RAM,words,O(n) auxiliary,n: 3,O(n)-sized array for t_k's necessary,,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
37,All permutations,2,,,1157,,,1,1,O(n) per permutation?,averaged over all permutations,Easily derived (most iterations are full rotations),[https://dl.acm.org/doi/pdf/10.1145/363282.363315 Langdon (1967)],Langdon,1967,https://dl.acm.org/doi/pdf/10.1145/363282.363315,,,,,,,O(n) per permutation,,n: number of elements,,,Word RAM,words,O(1) auxiliary,n: 1,"Only need the auxiliary variable N, according to the flowchart in the paper",,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
37,All permutations,2,,,1158,,,1,1,O(1) per permutation,averaged over all permutations,Easily derived (each permutation takes O(1) time) ,[https://dl.acm.org/doi/pdf/10.1145/362896.362913 Ord-Smith (1967)],Ord-Smith,1967,https://dl.acm.org/doi/pdf/10.1145/362896.362913,,,,,,,O(1) per permutation,,n: number of elements,,,Word RAM,words,O(n) auxiliary,n: 3,O(n)-sized array q (as in paper) necessary,,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
37,All permutations,2,,,1159,,,1,1,O(1) per permutation,averaged over all permutations,Easily derived (each permutation takes O(1) time) ,[https://dl.acm.org/doi/abs/10.1145/359997.360002 Ives' algorithm c (1976)],Ives' algorithm c,1976,https://dl.acm.org/doi/abs/10.1145/359997.360002,,,,,,,O(1) per permutation,,n: number of elements,,,Word RAM,words,O(n) auxiliary,n: 3,O(n) words needed to keep track of which elements have cycled how many times,,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
37,All permutations,2,,,1160,,,1,1,amortized O(1) per permutation,averaged over all permutations,https://link.springer.com/article/10.1007/BF01937486,[https://link.springer.com/article/10.1007/BF01937486 Zaks' prefix reversal algorithm (1984)],Zaks' prefix reversal algorithm,1984,https://link.springer.com/article/10.1007/BF01937486,,,,,,,O(n) on specific permutations,,n: number of elements,,,Word RAM,words,O(n) auxiliary (see NEXT algorithm in same paper),n: 3,https://link.springer.com/content/pdf/10.1007/BF01937486.pdf,,,0,,0,,0,0,,0,0,,All permutations of an input string.,,,,,,,,,,,,,Numerical Analysis,,,,,,,,,,,,,,,,,,,,,,
