,X.2,name,Cores,Frequency_GHz,Turbo_1core,L2_MiB,L3_MiB,TDP_W,Launched,Price,GPU_Frequency_MHz,Memory,Mobile,HPC_or_server,Firm,Transistors,Die_size,Desktop.x,Model,Process_nm,Threads,MaxMemoryGiB,Turbo_2core,Turbo_3core,Turbo_4core,Turbo_Max,GPU,GPU_Turbo_MHz,date,price,X,Type,Release.Date,Process.Size..nm.,TDP..W.,Die.Size..mm.2.,Transistors..million.,Freq..MHz.,Foundry,Vendor,FP16.GFLOPS,FP32.GFLOPS,FP64.GFLOPS,Desktop.y,Server,Desktop,Density,Speed,Energy_efficiency,Dennard_l,Dennard_r,real_Price,real_price,log_Density,I(log_Density^2),log_Energy_efficiency,I(log_Energy_efficiency^2),log_Speed,I(log_Speed^2),log_L2_MiB,I(log_L2_MiB^2),log_Cores,I(log_Cores^2),Num_processors,HPC_or_server2
94265,94265,AMD EPYC 7251,8,2.1,NA,NA,32,120,2/20/18,NA,NA,DDR4-2400,NA,1,AMD,4800,213,0,7251,14,16,NA,NA,NA,NA,2.9,,,2/20/18,529.99,392,CPU,6/29/17,14,120,213,4800,2100,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.1,84,0,0,661.9681,661.9681,3.115078975,9.70371702,4.430816799,19.6321375,0.741937345,0.550471024,NA,NA,2.079441542,4.324077125,2,1
94428,94428,AMD EPYC 7281,16,2.1,2.7,NA,32,155,12/20/17,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7281,14,32,NA,NA,NA,NA,2.7,,,12/20/17,699.99,397,CPU,6/29/17,14,170,213,4800,2100,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.1,65.03226,0,0,874.3015,874.3015,3.115078975,9.70371702,4.174883454,17.42965186,0.741937345,0.550471024,NA,NA,2.772588722,7.687248223,2,1
94560,94560,AMD EPYC 7301,16,2.2,2.7,NA,64,155,4/8/19,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7301,14,32,NA,NA,NA,NA,2.7,,,4/8/19,899.99,400,CPU,6/29/17,14,170,213,4800,2200,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.2,68.12903,0,0,1124.106,1124.106,3.115078975,9.70371702,4.221403407,17.82024673,0.78845736,0.621665009,NA,NA,2.772588722,7.687248223,2,1
94574,94574,AMD EPYC 7351,16,2.4,2.9,NA,64,155,3/4/19,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7351,14,32,NA,NA,NA,NA,2.9,,,3/4/19,1174.99,406,CPU,6/29/17,14,170,213,4800,2400,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.4,74.32258,0,0,1467.586,1467.586,3.115078975,9.70371702,4.308414809,18.56243816,0.875468737,0.76644551,NA,NA,2.772588722,7.687248223,2,1
94590,94590,AMD EPYC 7371,16,3.1,3.6,NA,64,200,11/11/18,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7371,14,32,NA,NA,NA,NA,3.8,,,11/11/18,1550,409,CPU,11/16/18,14,170,213,4800,3100,GF,AMD,NA,NA,NA,0,1,0,22.53521,3.1,74.4,0,0,1935.981,1935.981,3.115078975,9.70371702,4.309455942,18.57141051,1.131402111,1.280070738,NA,NA,2.772588722,7.687248223,2,1
94603,94603,AMD EPYC 7451,24,2.3,2.9,NA,64,180,1/31/18,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7451,14,48,NA,NA,NA,NA,3.2,,,1/31/18,2599.99,418,CPU,6/29/17,14,180,213,4800,2300,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.3,61.33333,0,0,3247.44,3247.44,3.115078975,9.70371702,4.116323415,16.94411845,0.832909123,0.693737607,NA,NA,3.17805383,10.10002615,2,1
94723,94723,AMD EPYC 7501,32,2,2.6,NA,64,155,1/31/18,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7501,14,64,NA,NA,NA,NA,3,,,1/31/18,3649.99,422,CPU,6/29/17,14,170,213,4800,2000,GF,AMD,NA,NA,NA,0,1,0,22.53521,2,61.93548,0,0,4558.911,4558.911,3.115078975,9.70371702,4.126093198,17.02464508,0.693147181,0.480453014,NA,NA,3.465735903,12.01132535,2,1
94855,94855,AMD EPYC 7551,32,2,2.55,NA,64,180,12/20/17,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7551,14,64,NA,NA,NA,NA,3,,,12/20/17,3699.99,429,CPU,6/29/17,14,180,213,4800,2000,GF,AMD,NA,NA,NA,0,1,0,22.53521,2,53.33333,0,0,4621.362,4621.362,3.115078975,9.70371702,3.976561464,15.81304108,0.693147181,0.480453014,NA,NA,3.465735903,12.01132535,2,1
94979,94979,AMD EPYC 7601,32,2.2,2.7,NA,64,180,2/7/18,NA,NA,DDR4-2666,NA,1,AMD,4800,213,0,7601,14,64,NA,NA,NA,NA,3.2,,,2/7/18,4499.99,433,CPU,6/29/17,14,180,213,4800,2200,GF,AMD,NA,NA,NA,0,1,0,22.53521,2.2,58.66667,0,0,5620.578,5620.578,3.115078975,9.70371702,4.071871763,16.58013966,0.78845736,0.621665009,NA,NA,3.465735903,12.01132535,2,1
95083,95083,AMD EPYC 7232P,8,3.1,NA,4,32,120,3/31/20,NA,NA,DDR4-3200,NA,1,AMD,3800,74,0,7232P,7,16,NA,NA,NA,NA,3.2,,,3/31/20,450,391,CPU,8/7/19,7,120,74,3800,3100,TSMC,AMD,NA,NA,NA,0,1,0,51.35135,3.1,98.16667,0,0,562.059,562.059,3.938691226,15.51328858,4.586666748,21.03751186,1.131402111,1.280070738,1.386294361,1.921812056,2.079441542,4.324077125,1,1
95181,95181,AMD EPYC 7302P,16,3,NA,8,128,155,9/30/19,NA,NA,DDR4-3200,NA,1,AMD,3800,74,0,7302P,7,32,NA,NA,NA,NA,3.3,,,9/30/19,825,402,CPU,8/7/19,7,155,74,3800,3000,TSMC,AMD,NA,NA,NA,0,1,0,51.35135,3,73.54839,0,0,1030.441,1030.441,3.938691226,15.51328858,4.297943557,18.47231882,1.098612289,1.206948961,2.079441542,4.324077125,2.772588722,7.687248223,1,1
95297,95297,AMD EPYC 7402P,24,2.8,NA,12,128,180,8/6/19,NA,NA,DDR4-3200,NA,1,AMD,3800,74,0,7402P,7,48,NA,NA,NA,NA,3.35,,,8/6/19,1250,414,CPU,8/7/19,7,180,74,3800,2800,TSMC,AMD,NA,NA,NA,0,1,0,51.35135,2.8,59.11111,0,0,1561.275,1561.275,3.938691226,15.51328858,4.079418893,16.64165851,1.029619417,1.060116144,2.48490665,6.174761058,3.17805383,10.10002615,1,1
95389,95389,AMD EPYC 7502P,32,2.5,NA,16,128,180,8/6/19,NA,NA,DDR4-3200,NA,1,AMD,3800,74,0,7502P,7,64,NA,NA,NA,NA,3.35,,,8/6/19,2300,424,CPU,8/7/19,7,180,74,3800,2500,TSMC,AMD,NA,NA,NA,0,1,0,51.35135,2.5,52.77778,0,0,2872.746,2872.746,3.938691226,15.51328858,3.966090269,15.72987202,0.916290732,0.839588705,2.772588722,7.687248223,3.465735903,12.01132535,1,1
